oid,x,y,target
ZTF17aadmidf,0.031693853,0.18657556,E
ZTF17aadqpnu,0.011186846,0.17047472,RRL
ZTF18aapkwuy,0.009091372,0.1854331,RRL
ZTF18aajoeri,0.008078814,0.168946,RRL
ZTF18adaiqlm,0.06258706,0.17953585,E
ZTF18acsmpoh,0.061597154,0.17078145,RRL
ZTF18adaudsr,0.1750997,0.14016283,LPV
ZTF18abvtifv,0.0461773,0.20555758,E
ZTF18abviquo,0.016551439,0.14943554,RRL
ZTF17aabxpfh,0.015213348,0.20062126,DSCT
ZTF18acagzaa,0.016990192,0.19077379,RRL
ZTF18abryqkd,0.021071155,0.20416838,E
ZTF18aabcbwe,0.015752073,0.17856854,E
ZTF18abbycbo,0.090328395,0.117661424,RRL
ZTF18aayeaho,0.56945366,0.67281306,LPV
ZTF17aabshmd,0.0069086812,0.14769183,E
ZTF18aabpzej,0.012451887,0.15717265,E
ZTF19aacabqi,0.06504891,0.18714646,E
ZTF17aabviiw,0.03674978,0.15440118,RRL
ZTF18abskqtt,0.043989442,0.14392543,RRL
ZTF18abeiyfj,0.07007788,0.2030329,RRL
ZTF18abmpncd,0.028436352,0.17718594,E
ZTF18abmlygd,0.008880264,0.16635667,RRL
ZTF18aairecz,0.01447099,0.16270691,E
ZTF18abwkuvp,0.0639283,0.2144825,E
ZTF18aajsgml,0.010025503,0.18037422,RRL
ZTF17aabwhsf,0.040049654,0.22884369,E
ZTF18abbxymh,0.027425606,0.19722497,RRL
ZTF18aceiewe,0.053673003,0.14344418,RRL
ZTF18absuwqi,0.03194098,0.1386245,E
ZTF18acebvoc,0.045003194,0.19784585,E
ZTF17aaapkds,0.018382559,0.19987004,E
ZTF19aafnnyx,0.53118753,0.041971974,LPV
ZTF18abvgciz,0.4969431,0.3113467,LPV
ZTF18abnnbyp,0.0755322,0.16850045,E
ZTF18abmqjdl,0.062133625,0.15675458,RRL
ZTF18aabgkbi,0.0072353254,0.16101468,RRL
ZTF18acsjibs,0.04660629,0.15692943,E
ZTF18abjlwyr,0.04126067,0.17317352,E
ZTF18actwxiz,0.037328497,0.135498,E
ZTF18abcosfz,0.0062596253,0.15393205,RRL
ZTF18aberbwo,0.025716485,0.16554254,E
ZTF17aaahepx,0.02069142,0.18212576,E
ZTF19abjjyvh,0.011174916,0.15012284,E
ZTF19aaaqnsl,0.031363796,0.16480727,RRL
ZTF18aabmrpo,0.019701999,0.18284841,E
ZTF18acegbsn,0.03755129,0.141897,E
ZTF18aakdzfd,0.07084645,0.14213988,E
ZTF18absnwva,0.03638631,0.20953299,E
ZTF17aaaiqrw,0.0074239373,0.17218369,E
ZTF18acqyksu,0.04692143,0.22648658,Periodic-Other
ZTF18acytayd,0.024171166,0.18041538,E
ZTF18aaylcro,0.052471533,0.15302527,RRL
ZTF18abjhwdk,0.062371988,0.19682087,E
ZTF18acwwnfx,0.052916948,0.16338414,E
ZTF18aavynte,0.08730383,0.107459284,LPV
ZTF17aabuklc,0.041439176,0.23705909,RRL
ZTF19aauvfpe,0.058252774,0.18981312,RRL
ZTF18acrvejb,0.01111675,0.1415728,E
ZTF17aaaiqql,0.012326175,0.19160719,E
ZTF19aaylizt,0.30681244,0.32873374,LPV
ZTF18abcxiqh,0.015217985,0.15343608,E
ZTF18aagrfwa,0.012757098,0.17216003,RRL
ZTF18abocgbs,0.020680407,0.14166276,E
ZTF18abdrunr,0.5683558,0.2634466,LPV
ZTF17aabotyu,0.011252394,0.15718722,E
ZTF18aazmmhq,0.014729881,0.20585327,E
ZTF18abctzkx,0.012092961,0.15251495,E
ZTF18adallyq,0.0254357,0.1502972,RRL
ZTF18abtjkii,0.027807197,0.1598868,E
ZTF18ablhpip,0.009790563,0.16354625,RRL
ZTF18adalnbn,0.02993458,0.15382662,RRL
ZTF18abcodgd,0.006797983,0.16769804,RRL
ZTF18acuextu,0.008440413,0.1711972,E
ZTF17aabukmg,0.024556873,0.1919213,E
ZTF17aacempk,0.011137469,0.1520242,RRL
ZTF19aayxvop,0.03807543,0.18430167,RRL
ZTF18adccbzz,0.013623643,0.1911995,RRL
ZTF18abnbjum,0.016928248,0.15244459,RRL
ZTF18acvwbhl,0.013993577,0.16061796,E
ZTF18ablhpjk,0.009613115,0.17375684,E
ZTF18absupvk,0.063908726,0.24094877,Periodic-Other
ZTF19aairfak,0.051299565,0.14628866,E
ZTF19aabzumc,0.025844352,0.18050855,RRL
ZTF18aabexyo,0.013752219,0.20000893,E
ZTF19aatyrhd,0.0560045,0.19811022,E
ZTF17aacjysr,0.025997704,0.1712918,E
ZTF18ablqdqg,0.014411558,0.15664345,E
ZTF18acxyhvo,0.018318187,0.17371051,RRL
ZTF18aabfdtt,0.07279786,0.20879214,E
ZTF18abbwsda,0.014398837,0.1830825,RRL
ZTF18absvbuc,0.053315267,0.2442642,CEP
ZTF18abrnlxo,0.050549105,0.14375246,RRL
ZTF17aaartjy,0.03561906,0.20705551,E
ZTF20aarbodz,0.07256928,0.17472461,RRL
ZTF18abcxrfa,0.1506529,0.18396923,E
ZTF18acuxwdm,0.014726829,0.16035175,E
ZTF17aacpjps,0.06457311,0.18919778,E
ZTF18achrnad,0.032760005,0.2023131,E
ZTF18aaafkvd,0.04728858,0.18226057,RRL
ZTF18aabduvr,0.014560778,0.16626139,E
ZTF18abccnqb,0.025387507,0.14927799,RRL
ZTF18aajsgos,0.0137222875,0.17718643,E
ZTF19aaaktzg,0.4108762,0.037605014,LPV
ZTF18abeiygn,0.028512977,0.15141788,RRL
ZTF17aabhonu,0.054443363,0.18048207,E
ZTF17aabssyv,0.014146327,0.16149814,RRL
ZTF19aaexhiw,0.022215115,0.1587679,DSCT
ZTF18aaacxot,0.013905786,0.15830335,E
ZTF18abmagri,0.012014452,0.16744313,RRL
ZTF18acrxwws,0.016516315,0.17718686,RRL
ZTF17aaaioxg,0.012476327,0.17319264,E
ZTF19aaxiocy,0.03472441,0.24123609,E
ZTF18abbwvzc,0.017373327,0.14977159,RRL
ZTF18aaxcpos,0.017736008,0.18914582,E
ZTF18abajakj,0.19510494,0.12492542,LPV
ZTF18abudwbh,0.021251606,0.1621132,RRL
ZTF18aceieva,0.08054528,0.18561722,E
ZTF19aaexhjl,0.013198456,0.17238279,E
ZTF19aadordy,0.024207802,0.14288358,RRL
ZTF17aaaeena,0.17486371,0.09790029,LPV
ZTF18achqldp,0.047038548,0.18623446,E
ZTF19aaesgaz,0.045258865,0.25396103,E
ZTF17aaagzbt,0.01900154,0.18844657,DSCT
ZTF18abdydlo,0.051713586,0.18814668,RRL
ZTF18abwqqwt,0.031131174,0.22155812,E
ZTF18adbdnvx,0.018868629,0.17049739,E
ZTF19aaesgba,0.0124833975,0.15577058,E
ZTF18abikcoy,0.024051795,0.14534687,RRL
ZTF18acvickw,0.04585023,0.17783828,RRL
ZTF18aayphfs,0.56895995,0.030366715,LPV
ZTF18aaisdzg,0.015925204,0.19017392,E
ZTF18abcscgp,0.017543001,0.14170419,E
ZTF18acvvsvi,0.015952706,0.1882246,E
ZTF19aaflthc,0.06891419,0.1726669,E
ZTF18abnttdd,0.043613028,0.18385628,E
ZTF18aaumbri,0.04110531,0.17054333,DSCT
ZTF19aadykpm,0.030282594,0.17914492,E
ZTF18acvcocg,0.02025646,0.1401993,E
ZTF18aakgtup,0.012276142,0.17354667,RRL
ZTF17aaawgrz,0.07256819,0.06787407,LPV
ZTF17aaakpvz,0.016668962,0.18657893,E
ZTF18aaajfgw,0.011773204,0.15505657,RRL
ZTF17aadkmcp,0.014349159,0.18041028,E
ZTF19aajwcvj,0.056230903,0.16826178,RRL
ZTF18acctmku,0.014617043,0.16502649,E
ZTF18acpwlnn,0.016686207,0.1910357,RRL
ZTF18acgzkpc,0.04145994,0.20638295,E
ZTF17aaagvup,0.018954711,0.15440227,RRL
ZTF18acrvboh,0.015682254,0.20000657,E
ZTF18aaxyxxw,0.58550245,0.02738381,LPV
ZTF18abvlgrj,0.08666078,0.18579035,E
ZTF18abvvtrp,0.083874665,0.20860372,E
ZTF18aabjieg,0.02023848,0.19974378,E
ZTF17aabxped,0.036595073,0.21270335,RRL
ZTF18aaaarzl,0.012076884,0.16542329,E
ZTF18acvweoy,0.07417097,0.14243002,E
ZTF18aacasls,0.1199669,0.20579061,E
ZTF18abiipth,0.023846103,0.12884244,RRL
ZTF18abzwgly,0.025804132,0.19990498,E
ZTF17aacdknt,0.018729858,0.13558093,E
ZTF17aabuljr,0.01677427,0.16400138,E
ZTF17aaappqr,0.022428567,0.13675812,RRL
ZTF18aayundf,0.09356483,0.21559575,RRL
ZTF18abhftkq,0.0801323,0.13025872,E
ZTF18abdfhaz,0.038055144,0.20895809,RRL
ZTF18abdkvus,0.21813123,0.08762724,LPV
ZTF18abafbtj,0.05085055,0.22219995,E
ZTF18abvorwd,0.013940364,0.14167184,E
ZTF18aaxzcsj,0.03383362,0.24313109,E
ZTF17aacemqx,0.009611853,0.17095283,E
ZTF19aadowxs,0.070010886,0.16817471,CEP
ZTF17aadptjq,0.010475366,0.15131636,E
ZTF18aczumzm,0.015844751,0.15056068,RRL
ZTF18abfxcdo,0.012782731,0.17252,RRL
ZTF18absceth,0.022899302,0.13696863,E
ZTF18acwwbsc,0.42277864,0.29507527,LPV
ZTF18abcpool,0.030664489,0.19631204,E
ZTF18acebcwj,0.05893416,0.1835562,E
ZTF17aacnwbp,0.01030435,0.16964053,RRL
ZTF18adbzcbg,0.052498803,0.20614456,RRL
ZTF17aabukoo,0.013674112,0.18519746,RRL
ZTF18aajuslf,0.055713914,0.1725054,E
ZTF18abvtbvp,0.040330708,0.18514411,E
ZTF17aaahrpu,0.018605836,0.19183323,E
ZTF18ablqqhj,0.26980674,0.09414105,LPV
ZTF18abttouc,0.015762383,0.16304019,E
ZTF18abeaapa,0.007290399,0.1417407,RRL
ZTF18abcpolw,0.14780687,0.19646332,E
ZTF18abwerrl,0.038161732,0.17419246,RRL
ZTF18absvbtp,0.045095667,0.15032683,RRL
ZTF18absktiz,0.22378731,0.1202672,LPV
ZTF18aajppsj,0.020543758,0.19417782,E
ZTF18abtvgyl,0.042787597,0.1540539,E
ZTF18abinkbl,0.014462382,0.16616094,RRL
ZTF18abmvozp,0.02699924,0.14938271,RRL
ZTF18acafgkl,0.014503566,0.1942289,E
ZTF17aabszsk,0.020369781,0.18539421,E
ZTF17aadkshd,0.01151383,0.1562003,RRL
ZTF19aaduqcl,0.022937635,0.13399397,RRL
ZTF18aaadtxy,0.010542905,0.19504073,E
ZTF18abzrcus,0.3693097,0.062696815,LPV
ZTF18acakuir,0.055658318,0.15650153,E
ZTF18acssdtz,0.015494349,0.1847274,E
ZTF18abtvgzw,0.05508932,0.13845505,RRL
ZTF18aaadvcf,0.006462198,0.17269187,E
ZTF18abjlwxa,0.010016294,0.17886968,RRL
ZTF17aaaidha,0.082206875,0.21850085,E
ZTF17aaasyfh,0.0031356988,0.15528406,RRL
ZTF18aabfjzp,0.05804931,0.18504961,E
ZTF18aabgkcz,0.045878883,0.20197348,E
ZTF19aabzuno,0.007002598,0.14734742,RRL
ZTF18abwvftk,0.20175266,0.08902838,LPV
ZTF17aacootw,0.015016059,0.1978502,E
ZTF18acrunfp,0.34526142,0.052667696,LPV
ZTF19aafnnxk,0.018053113,0.16887316,RRL
ZTF17aadnkcz,0.008526349,0.1636571,E
ZTF18achckgm,0.0357585,0.18973148,E
ZTF18abusqef,0.030232074,0.15470237,RRL
ZTF18acuavgh,0.08871076,0.17675285,E
ZTF18aaewhjm,0.05537429,0.17803903,E
ZTF18acwzgsx,0.0068343915,0.14128098,RRL
ZTF18ablsyfz,0.019401731,0.14001268,E
ZTF18abcttfg,0.004843099,0.15103097,RRL
ZTF17aacytzo,0.007728024,0.16221161,RRL
ZTF18abzrxaa,0.024710625,0.18023111,E
ZTF18acptwdw,0.016844384,0.20324612,E
ZTF18ablrmdu,0.001942473,0.14363669,RRL
ZTF18abjrdfy,0.01568213,0.14727154,RRL
ZTF18aayxprp,0.47654325,0.08405941,LPV
