oid,x,y,target
ZTF18abafbtj,0.51667976,0.4563352,E
ZTF18abvorwd,0.60131854,0.5084206,E
ZTF18aaxzcsj,0.59559846,0.46452788,E
ZTF17aacemqx,0.62564874,0.5065077,E
ZTF19aadowxs,0.54058504,0.46118814,CEP
ZTF17aadptjq,0.61493045,0.50854653,E
ZTF18aczumzm,0.61823815,0.50142854,RRL
ZTF18abfxcdo,0.6170825,0.49801663,RRL
ZTF18absceth,0.5829052,0.4979742,E
ZTF18acwwbsc,0.602768,0.68177515,LPV
ZTF18abcpool,0.5840959,0.4781547,E
ZTF18acebcwj,0.53089285,0.46055558,E
ZTF17aacnwbp,0.63235235,0.50580263,RRL
ZTF18adbzcbg,0.5562778,0.46043247,RRL
ZTF17aabukoo,0.60950637,0.49619505,RRL
ZTF18aajuslf,0.531462,0.46275347,E
ZTF18abvtbvp,0.559656,0.47273234,E
ZTF17aaahrpu,0.60655576,0.48347476,E
ZTF18ablqqhj,0.42774853,0.4322054,LPV
ZTF18abttouc,0.5849303,0.49669045,E
ZTF18abeaapa,0.64325714,0.51892734,RRL
ZTF18abcpolw,0.43549946,0.3835427,E
ZTF18abwerrl,0.5587246,0.47583863,RRL
ZTF18absvbtp,0.5709321,0.48049694,RRL
ZTF18absktiz,0.36952987,0.35338858,LPV
ZTF18aajppsj,0.60966015,0.48111978,E
ZTF18abtvgyl,0.5364552,0.47866195,E
ZTF18abinkbl,0.6139527,0.4962258,RRL
ZTF18abmvozp,0.5902367,0.49033788,RRL
ZTF18acafgkl,0.60779643,0.49091396,E
ZTF17aabszsk,0.58997774,0.4886953,E
ZTF17aadkshd,0.6270934,0.5048672,RRL
ZTF19aaduqcl,0.58937335,0.4980206,RRL
ZTF18aaadtxy,0.63448757,0.49783292,E
ZTF18abzrcus,0.33908567,0.3514454,LPV
ZTF18acakuir,0.5219894,0.4793569,E
ZTF18acssdtz,0.5952045,0.4995435,E
ZTF18abtvgzw,0.53598315,0.48059174,RRL
ZTF18aaadvcf,0.6518177,0.5111133,E
ZTF18abjlwxa,0.6330177,0.5029007,RRL
ZTF17aaaidha,0.52286804,0.43239975,E
ZTF17aaasyfh,0.6652414,0.5277428,RRL
ZTF18aabfjzp,0.5357223,0.46294236,E
ZTF18aabgkcz,0.5321973,0.47002438,E
ZTF19aabzuno,0.64257854,0.5216417,RRL
ZTF18abwvftk,0.40941128,0.403777,LPV
ZTF17aacootw,0.6202367,0.49112526,E
ZTF18acrunfp,0.36297062,0.38658178,LPV
ZTF19aafnnxk,0.5980334,0.49851584,RRL
ZTF17aadnkcz,0.63509595,0.5072375,E
ZTF18achckgm,0.547906,0.48566478,E
ZTF18abusqef,0.5738807,0.48861313,RRL
ZTF18acuavgh,0.51206505,0.4624402,E
ZTF18aaewhjm,0.5496753,0.4675156,E
ZTF18acwzgsx,0.6452023,0.5210443,RRL
ZTF18ablsyfz,0.5982588,0.49874952,E
ZTF18abcttfg,0.6529265,0.5234495,RRL
ZTF17aacytzo,0.6457055,0.5131713,RRL
ZTF18abzrxaa,0.5794108,0.48675516,E
ZTF18acptwdw,0.6209341,0.48783597,E
ZTF18ablrmdu,0.6777749,0.53624403,RRL
ZTF18abjrdfy,0.59965533,0.5009802,RRL
ZTF18aayxprp,0.24615766,0.26138562,LPV
ZTF18abehjcp,0.5314022,0.48022327,RRL
ZTF17aabuknk,0.63538885,0.50185055,E
ZTF18aabhqnp,0.6222491,0.504738,E
ZTF18abltict,0.59305465,0.48287258,E
ZTF17aadkdja,0.6315062,0.49920037,RRL
ZTF18aasyfxb,0.60915285,0.49114993,E
ZTF18abvwpwg,0.6291257,0.51298434,RRL
ZTF18abcnlvl,0.5866966,0.48535758,RRL
ZTF17aaajfnn,0.6225224,0.49994922,E
ZTF17aabunsr,0.6416269,0.5072354,RRL
ZTF18aavqmug,0.36712196,0.37485015,LPV
ZTF18abvppwn,0.54433924,0.46653074,E
ZTF18abmrfnx,0.64096326,0.51166964,RRL
ZTF18ablrhzw,0.58261937,0.6377093,LPV
ZTF17aaagzax,0.59119546,0.49137968,E
ZTF17aabulhm,0.5748694,0.4914231,E
ZTF18abcocbn,0.42379943,0.39696097,LPV
ZTF17aackjwl,0.651952,0.5135512,RRL
ZTF19aajwctu,0.5788169,0.48803794,RRL
ZTF18abmjjal,0.6037681,0.47944558,E
ZTF18aaicwgv,0.5761836,0.48827174,E
ZTF19aateujo,0.5760412,0.4974882,RRL
ZTF18abvxvjf,0.57625234,0.4844737,E
ZTF18acdotsu,0.5945809,0.50287193,E
ZTF18acrwmzn,0.51729554,0.45228443,E
ZTF17aaaxqhc,0.6083767,0.48998135,E
ZTF18achrpjg,0.5801041,0.495831,Periodic-Other
ZTF17aabulkv,0.62578696,0.4915596,E
ZTF18abasupq,0.5814758,0.4940469,E
ZTF18abiipul,0.60854626,0.48951346,RRL
ZTF18aagrtkq,0.6493594,0.50556123,RRL
ZTF17aaaiavc,0.6015203,0.49613553,E
ZTF18aaixpec,0.5604418,0.49236327,E
ZTF17aachmlz,0.632993,0.49423796,E
ZTF18abmrqmy,0.6089152,0.4966317,E
ZTF18abnyhjv,0.5738669,0.4789268,E
ZTF18absjrti,0.5872536,0.49070948,RRL
ZTF18abwfixu,0.48621696,0.4588054,E
ZTF19aaejsza,0.510077,0.46451637,RRL
ZTF19aadqmoz,0.60702276,0.4991181,E
ZTF18abfrjrj,0.6167874,0.4984748,RRL
ZTF18ablvhgn,0.527323,0.46457306,LPV
ZTF18acdpftg,0.5087666,0.4450955,E
ZTF17aaasrub,0.5868795,0.48456746,E
ZTF18abnyhgf,0.6207334,0.50637436,RRL
ZTF18aabfagq,0.6234447,0.49610707,RRL
ZTF18abmplwc,0.6087326,0.4793033,E
ZTF17aabwfqv,0.5871221,0.501519,E
ZTF17aabzvkl,0.6329403,0.5198497,RRL
ZTF17aaapnui,0.5610255,0.47598654,RRL
ZTF18aaacxah,0.55733854,0.4613257,RRL
ZTF18abtwcrp,0.14451191,0.15170588,LPV
ZTF17aabsswj,0.5912434,0.49039376,RRL
ZTF18abwkuyh,0.61177796,0.50566643,E
ZTF19aaxrszf,0.5340969,0.4582242,RRL
ZTF18abbsogo,0.5194165,0.59551847,LPV
ZTF19aayerae,0.4407055,0.43245563,RRL
ZTF18aaaekfs,0.6312575,0.49379703,E
ZTF19aadorje,0.5554419,0.47972953,RRL
ZTF18aatnkqd,0.5670579,0.4862846,E
ZTF18abbycnl,0.58021855,0.49065468,RRL
