oid,x,y,target
ZTF17aaaeamj,0.65981436,0.4348619,CEP
ZTF18acuewdt,0.5673138,0.36423236,DSCT
ZTF19aadahas,0.45024797,0.40975854,DSCT
ZTF18acfiwvk,0.48617697,0.41194415,Periodic-Other
ZTF18aahynjq,0.47695726,0.46809155,Periodic-Other
ZTF19abnjpdx,0.40047807,0.4226061,Periodic-Other
ZTF18aajnwpc,0.42336679,0.47740808,DSCT
ZTF18abmstle,0.4889358,0.43006504,Periodic-Other
ZTF19aalkyjo,0.48570347,0.41347235,Periodic-Other
ZTF18acaqnev,0.41445592,0.45420364,Periodic-Other
ZTF17aaajigz,0.61921984,0.428955,DSCT
ZTF18abtxzov,0.34927434,0.48482516,Periodic-Other
ZTF18acgcrwx,0.5909608,0.37397277,DSCT
ZTF17aaddxji,0.6198719,0.47133315,Periodic-Other
ZTF19aaxkhjv,0.43476337,0.49200913,DSCT
ZTF19aayfsyz,0.45469627,0.45946518,DSCT
ZTF18abcqaqn,0.6451684,0.36180818,DSCT
ZTF17aaanrbr,0.60929084,0.40261495,CEP
ZTF17aaailio,0.5518064,0.44915965,DSCT
ZTF18aceallw,0.510174,0.45569655,DSCT
ZTF18acacbzx,0.4613801,0.45687616,Periodic-Other
ZTF18abqzauf,0.46363991,0.42389956,Periodic-Other
ZTF18ablpdbl,0.5282631,0.4407215,CEP
ZTF17aabutnm,0.6075399,0.41015238,CEP
ZTF18abtfprv,0.43210918,0.48565203,CEP
ZTF18abtyrpc,0.47736308,0.46749517,Periodic-Other
ZTF18acryinh,0.65125364,0.35839525,DSCT
ZTF18abvhzvu,0.61810625,0.36562246,DSCT
ZTF18abadigg,0.5616073,0.4095925,CEP
ZTF18abmbdrs,0.6851645,0.34605142,CEP
ZTF18abcraax,0.31586266,0.4785538,Periodic-Other
ZTF18aaavksx,0.66641253,0.35512018,DSCT
ZTF18adaksvf,0.46521154,0.47251382,Periodic-Other
ZTF18abhqdkc,0.5236163,0.44128913,CEP
ZTF18abmquiz,0.5074295,0.4543705,DSCT
ZTF17aacvxsu,0.4427806,0.4856298,Periodic-Other
ZTF17aaahqnd,0.5857683,0.37253466,DSCT
ZTF19aayhqof,0.43635467,0.37247038,Periodic-Other
ZTF18abwwtbe,0.50526386,0.45018217,DSCT
ZTF19aacrnkw,0.40577006,0.47980708,Periodic-Other
ZTF18aabmzhu,0.53201175,0.47033525,Periodic-Other
ZTF18abcrjel,0.6169141,0.40507045,Periodic-Other
ZTF17aabtrko,0.5917183,0.4000718,Periodic-Other
ZTF18aagrggn,0.5188307,0.44969377,Periodic-Other
ZTF18aaapdpm,0.47426143,0.41226557,DSCT
ZTF18aaiyurs,0.64813584,0.40974373,DSCT
ZTF18abcorwq,0.6000197,0.36065453,Periodic-Other
ZTF18aaabtrn,0.58037686,0.428678,DSCT
ZTF18aaxddfx,0.6216861,0.39839628,CEP
ZTF17aabvtid,0.64163333,0.41508007,Periodic-Other
ZTF18aaaxlbe,0.5932362,0.46427068,Periodic-Other
ZTF18adbagjf,0.33173868,0.46989876,Periodic-Other
ZTF18adaikhg,0.39773825,0.47691968,Periodic-Other
ZTF18abwnlmv,0.47386262,0.45716497,DSCT
ZTF18ablxbhm,0.59295535,0.45597914,CEP
ZTF18abvtdoa,0.5534687,0.384492,CEP
ZTF18abgsdbg,0.45541254,0.404269,Periodic-Other
ZTF17aaaehgv,0.29249448,0.43197784,CEP
ZTF19aaczyux,0.37973392,0.46031168,Periodic-Other
ZTF17aacpmbe,0.31512856,0.42156097,Periodic-Other
ZTF18aavskat,0.42971626,0.48667893,Periodic-Other
ZTF18aagrmsw,0.55436194,0.4433681,DSCT
ZTF18abxpfmd,0.6033985,0.40093693,Periodic-Other
ZTF18aajtknq,0.73040795,0.34194687,DSCT
ZTF18aaxasdq,0.50811905,0.47752538,CEP
ZTF17aacemdl,0.7565233,0.4014819,Periodic-Other
ZTF18aaaakbj,0.6185189,0.40140805,CEP
ZTF18aakgtno,0.51438206,0.47960216,CEP
ZTF19aatyrpw,0.45562932,0.40067175,Periodic-Other
ZTF18aaiajhx,0.5972237,0.4038566,Periodic-Other
ZTF18aavekwj,0.6491294,0.37454104,CEP
ZTF19abpugxc,0.52841634,0.44233584,DSCT
ZTF19aawsdbi,0.45871904,0.41588262,Periodic-Other
ZTF18acrulfg,0.497201,0.4212568,CEP
ZTF18aajeewf,0.6571724,0.39024305,DSCT
ZTF18abmeexy,0.5975972,0.4132436,DSCT
ZTF18achuiiu,0.55310404,0.3923107,Periodic-Other
ZTF17aaafihc,0.7144601,0.31483844,CEP
ZTF19aapqgyl,0.38711017,0.44749075,CEP
ZTF18actbtur,0.5516331,0.47068456,DSCT
ZTF18abuduuv,0.5247813,0.43525743,DSCT
ZTF18abumeru,0.515239,0.46514514,CEP
ZTF17aaatlqr,0.741599,0.42974243,CEP
ZTF18abvtuxc,0.38180953,0.44755325,Periodic-Other
ZTF18abntslk,0.47992137,0.43397924,DSCT
ZTF17aabocyz,0.6856114,0.35451284,DSCT
ZTF17aacemqz,0.58852166,0.44392088,CEP
ZTF18abnttfy,0.5160056,0.35188437,Periodic-Other
ZTF17aaajsui,0.59667194,0.41279602,CEP
ZTF17aabxlti,0.58148056,0.4129638,DSCT
ZTF18aabeshx,0.5462305,0.45339018,DSCT
ZTF18aalgfyg,0.36083442,0.49173895,Periodic-Other
ZTF18abvspjk,0.34953013,0.4436108,Periodic-Other
ZTF17aaajoeu,0.5840231,0.44966248,DSCT
ZTF18aaocuvv,0.1819517,0.4454685,Periodic-Other
ZTF17aabuklr,0.6176819,0.4318079,Periodic-Other
ZTF18abdfhbg,0.39124146,0.44609758,Periodic-Other
ZTF18abqanua,0.33269683,0.46798977,Periodic-Other
ZTF19aaydqmj,0.44262505,0.4589186,DSCT
ZTF19aarxqbq,0.3211424,0.7892445,Periodic-Other
ZTF17aaakgze,0.54046905,0.36782816,Periodic-Other
ZTF18abaxxmy,0.756017,0.4338614,Periodic-Other
ZTF18aazutqv,0.6715052,0.36343333,CEP
ZTF19aaapait,0.47878265,0.42855048,DSCT
ZTF18acvvzsj,0.3862566,0.40643862,Periodic-Other
ZTF18aaaknxe,0.6423048,0.42233607,CEP
ZTF18aavndkq,0.31175432,0.43518522,Periodic-Other
ZTF18abumerq,0.50128585,0.47208232,CEP
ZTF17aadpxpt,0.6641736,0.4119625,DSCT
ZTF18acrvrsk,0.6355583,0.3932909,DSCT
ZTF18aapeies,0.45630425,0.48638076,Periodic-Other
ZTF18acwgftw,0.5482526,0.43575957,Periodic-Other
ZTF18aagtixf,0.46846324,0.43664935,Periodic-Other
ZTF17aaapnbf,0.5918341,0.39555314,CEP
ZTF19aapiuhi,0.45331874,0.40443125,Periodic-Other
ZTF18aabazdr,0.47267762,0.40478075,Periodic-Other
ZTF19aabzigw,0.49631658,0.4125082,DSCT
ZTF18aaaxhyo,0.39323786,0.49483085,Periodic-Other
ZTF18aaacqpn,0.6780947,0.37040898,DSCT
ZTF18abqcfmk,0.43333095,0.5167546,Periodic-Other
ZTF18aagrmsd,0.6349387,0.38965416,DSCT
ZTF18abakkui,0.5678699,0.46601596,DSCT
ZTF18abdpsxm,0.64001507,0.44983327,DSCT
ZTF18abnueof,0.6164864,0.36792722,Periodic-Other
ZTF18aaiyfjx,0.4041401,0.53898454,CEP
ZTF18aaodwxv,0.5897322,0.42205364,DSCT
ZTF19aapcnlw,0.54660016,0.42916903,DSCT
ZTF18actauyo,0.39396286,0.4570256,Periodic-Other
ZTF18aavoopx,0.47586295,0.44362414,Periodic-Other
ZTF18abcyuer,0.61131203,0.42572862,DSCT
ZTF18aayzpkf,0.5798439,0.4492833,DSCT
ZTF17aabyino,0.6586088,0.4186709,Periodic-Other
ZTF18acvguyk,0.28756937,0.42055926,Periodic-Other
ZTF18acruznr,0.49720952,0.46416593,Periodic-Other
ZTF18abdeyiq,0.36011574,0.49238375,Periodic-Other
ZTF17aaawzrm,0.6405095,0.40881774,CEP
ZTF18abaphlr,0.28749806,0.45470554,CEP
ZTF18abnygwu,0.536431,0.43542442,Periodic-Other
ZTF18aakikmf,0.6384816,0.38658142,DSCT
ZTF17aabudrl,0.63911736,0.35829613,DSCT
ZTF18aczehvi,0.522028,0.40957364,Periodic-Other
ZTF18aajocds,0.5724768,0.4188293,DSCT
ZTF17aaasayn,0.63439196,0.37318197,DSCT
ZTF18absgqtr,0.55866617,0.39497548,Periodic-Other
ZTF17aaasfkz,0.68782175,0.43725893,CEP
ZTF17aabxqbf,0.58731174,0.4143911,CEP
ZTF19aalykqi,0.4420459,0.45436144,Periodic-Other
ZTF18achczdl,0.48970538,0.4241018,DSCT
ZTF18aauxofy,0.58075154,0.3927796,DSCT
ZTF18aaaemik,0.5140491,0.43187886,DSCT
ZTF19aargnwk,0.6058848,0.442434,Periodic-Other
ZTF18accnflx,0.42286703,0.46439466,DSCT
ZTF18abdlbga,0.6137161,0.3811152,CEP
ZTF17aadrxry,0.6134003,0.41318658,DSCT
ZTF17aabvsuh,0.63095933,0.42256767,Periodic-Other
ZTF18adazhut,0.3418665,0.43263298,Periodic-Other
ZTF18abwwcyf,0.5145025,0.43166748,Periodic-Other
ZTF19aamucit,0.46641448,0.4102369,DSCT
ZTF18actcdnh,0.5828502,0.44481406,DSCT
ZTF18aaaatwk,0.66372764,0.33448288,DSCT
ZTF18abcgtqw,0.6726783,0.39968196,CEP
ZTF17aaarubc,0.6647555,0.36537215,CEP
ZTF19aayyxps,0.42072606,0.4097675,CEP
ZTF18abvbcdw,0.4422026,0.47969267,Periodic-Other
ZTF18adakzqx,0.47226867,0.42645618,Periodic-Other
ZTF17aaahzsv,0.6594067,0.3548261,DSCT
ZTF18abcmsia,0.5773721,0.40880498,DSCT
ZTF18aahcjdh,0.29736367,0.5043009,Periodic-Other
ZTF18aacpylr,0.3319101,0.49830893,Periodic-Other
ZTF18acusnee,0.5597141,0.4146185,Periodic-Other
ZTF18actwwor,0.47521794,0.42302474,Periodic-Other
ZTF17aaaeccg,0.71311355,0.32129943,DSCT
ZTF18aauwnpo,0.4922497,0.42556316,Periodic-Other
ZTF17aacxftb,0.5726262,0.4080763,DSCT
ZTF18aaxxfai,0.5597867,0.42846605,DSCT
ZTF19abdsqxx,0.46466509,0.43428332,Periodic-Other
ZTF18abskeeb,0.5390695,0.43420354,Periodic-Other
ZTF19aamuchq,0.47381496,0.42189184,DSCT
ZTF17aaawsnk,0.6782824,0.39015692,DSCT
ZTF18abpcwbk,0.4272213,0.51261085,Periodic-Other
ZTF18abucmsx,0.5439142,0.41992998,CEP
ZTF17aadnqrt,0.4484969,0.51179045,Periodic-Other
ZTF18acvgumo,0.5170372,0.41580185,CEP
ZTF18acctesj,0.442226,0.44684678,Periodic-Other
ZTF18aaoekvr,0.57469964,0.4388976,Periodic-Other
ZTF18abcrawp,0.4860869,0.400542,Periodic-Other
ZTF18aacfgfq,0.42842522,0.48898056,Periodic-Other
ZTF18aajtdek,0.5725461,0.40496787,DSCT
ZTF17aabwnfq,0.60122484,0.37184983,DSCT
ZTF17aadkrxy,0.28392693,0.49081177,Periodic-Other
ZTF17aaasayx,0.6144614,0.41027543,DSCT
ZTF18abdimtb,0.43767676,0.49191275,Periodic-Other
ZTF19aaxkhpk,0.46018392,0.42038333,Periodic-Other
ZTF17aaaipcy,0.5622337,0.42626616,DSCT
ZTF18abccmyl,0.32825446,0.53709877,Periodic-Other
ZTF17aacagbf,0.4537865,0.4201655,Periodic-Other
ZTF18aaznebq,0.5754552,0.41720793,CEP
ZTF18aabhpsj,0.53403383,0.4430631,DSCT
ZTF18abnncey,0.58910054,0.40581584,DSCT
ZTF18acepgsa,0.46055472,0.49231884,Periodic-Other
ZTF18abhxxax,0.60454106,0.3898164,DSCT
ZTF17aaagyfy,0.44534853,0.47706223,Periodic-Other
ZTF17aaaysus,0.555519,0.44250995,Periodic-Other
ZTF18abilqdn,0.4556669,0.46325743,Periodic-Other
ZTF18abvmjhf,0.46941417,0.4268229,Periodic-Other
ZTF18aaadxxd,0.0030183713,0.76752883,Periodic-Other
ZTF19aanjvzs,0.44998476,0.43993282,DSCT
ZTF18absqipj,0.53666717,0.4594413,DSCT
ZTF19aabzihy,0.54843503,0.40813613,DSCT
ZTF17aaanqdt,0.69853306,0.35196072,CEP
ZTF18aauymvh,0.6279449,0.38466144,DSCT
ZTF18aaayyfx,0.50332254,0.48022217,CEP
ZTF18abvhyrz,0.33161956,0.35966477,DSCT
ZTF18aaaebwt,0.60936177,0.4145087,DSCT
ZTF18acpmscn,0.4622328,0.46060675,Periodic-Other
ZTF17aaajsnf,0.54784465,0.44707546,DSCT
ZTF18acyvgaf,0.45403823,0.42155164,Periodic-Other
ZTF18abnoxmz,0.5757322,0.41316235,DSCT
ZTF18achsctp,0.45773116,0.4892542,DSCT
ZTF18acakrvq,0.5004042,0.49218273,Periodic-Other
ZTF18aahngjg,0.47565982,0.43887198,Periodic-Other
